Consulta Dinâmica de Receita 01/2019 - 06/2020
Alínea;Subalínea;Exercício;Mês;Receita Prevista;Receita Realizada;Diferença;% Realizado;
"CONTRIBUIÇÃO PARA O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA";"CONTRIBUIÇÃO PARA O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA - PRINCIP";"2020";"2";0,00;1.560,46;-1.560,46;0,00;
"CONTRIBUIÇÃO PARA O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA";"CONTRIBUIÇÃO PARA O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA - PRINCIP";"2019";"3";0,00;20.296.931,11;-20.296.931,11;0,00;
"CONTRIBUIÇÃO PARA O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA";"CONTRIBUIÇÃO PARA O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA - PRINCIP";"2020";"3";0,00;37.360.263,32;-37.360.263,32;0,00;
"CONTRIBUIÇÃO PARA O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA";"CONTRIBUIÇÃO PARA O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA - PRINCIP";"2019";"4";0,00;36.223.844,14;-36.223.844,14;0,00;
"CONTRIBUIÇÃO PARA O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA";"CONTRIBUIÇÃO PARA O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA - PRINCIP";"2020";"4";0,00;18.246.391,77;-18.246.391,77;0,00;
"CONTRIBUIÇÃO PARA O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA";"CONTRIBUIÇÃO PARA O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA - PRINCIP";"2019";"5";0,00;21.136.095,32;-21.136.095,32;0,00;
"CONTRIBUIÇÃO PARA O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA";"CONTRIBUIÇÃO PARA O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA - PRINCIP";"2020";"5";0,00;-11.771,80;11.771,80;0,00;
"CONTRIBUIÇÃO PARA O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA";"CONTRIBUIÇÃO PARA O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA - PRINCIP";"2019";"6";0,00;21.287.548,59;-21.287.548,59;0,00;
"CONTRIBUIÇÃO PARA O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA";"CONTRIBUIÇÃO PARA O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA - PRINCIP";"2020";"6";0,00;1.067,35;-1.067,35;0,00;
"CONTRIBUIÇÃO PARA O PROGRAMA DE INTEGRAÇÃO SOCIAL E PARA PROGRAMA DE F";"CONTRIBUIÇÃO PARA O PIS/PASEP SOBRE O FATURAMENTO - PRINCIPAL";"2019";"2";0,00;-2.600,09;2.600,09;0,00;
"CONTRIBUIÇÃO PARA O PROGRAMA DE INTEGRAÇÃO SOCIAL E PARA PROGRAMA DE F";"CONTRIBUIÇÃO PARA O PIS/PASEP SOBRE O FATURAMENTO - PRINCIPAL";"2020";"2";0,00;-141,16;141,16;0,00;
"CONTRIBUIÇÃO PARA O PROGRAMA DE INTEGRAÇÃO SOCIAL E PARA PROGRAMA DE F";"CONTRIBUIÇÃO PARA O PIS/PASEP SOBRE O FATURAMENTO - PRINCIPAL";"2020";"3";0,00;-1.562,44;1.562,44;0,00;
"CONTRIBUIÇÃO PARA O PROGRAMA DE INTEGRAÇÃO SOCIAL E PARA PROGRAMA DE F";"CONTRIBUIÇÃO PARA O PIS/PASEP SOBRE O FATURAMENTO - PRINCIPAL";"2020";"4";0,00;-3.077,15;3.077,15;0,00;
"CONTRIBUIÇÃO PARA O PROGRAMA DE INTEGRAÇÃO SOCIAL E PARA PROGRAMA DE F";"CONTRIBUIÇÃO PARA O PIS/PASEP SOBRE O FATURAMENTO - PRINCIPAL";"2019";"5";0,00;-3.577,53;3.577,53;0,00;
"CONTRIBUIÇÃO PARA O PROGRAMA DE INTEGRAÇÃO SOCIAL E PARA PROGRAMA DE F";"CONTRIBUIÇÃO PARA O PIS/PASEP SOBRE O FATURAMENTO - PRINCIPAL";"2020";"5";0,00;-471,00;471,00;0,00;
"CONTRIBUIÇÃO PARA O PROGRAMA DE INTEGRAÇÃO SOCIAL E PARA PROGRAMA DE F";"CONTRIBUIÇÃO PARA O PIS/PASEP SOBRE O FATURAMENTO - PRINCIPAL";"2019";"6";0,00;-1.363,04;1.363,04;0,00;
"CONTRIBUIÇÃO PARA O PROGRAMA DE INTEGRAÇÃO SOCIAL E PARA PROGRAMA DE F";"CONTRIBUIÇÃO PARA O PIS/PASEP SOBRE O FATURAMENTO - PRINCIPAL";"2020";"6";0,00;-394,16;394,16;0,00;
"CONTRIBUIÇÃO PARA O REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - RPPS";"CONTRIBUIÇÃO PATRONAL DE SERVIDOR ATIVO CIVIL PARA O RPPS - PRINCIPAL";"2019";"1";1.827.001.569,00;141.401.695,47;1.685.599.873,53;7,74;
"CONTRIBUIÇÃO PARA O REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - RPPS";"CONTRIBUIÇÃO PATRONAL DE SERVIDOR ATIVO CIVIL PARA O RPPS - PRINCIPAL";"2019";"2";0,00;-83.719.582,70;83.719.582,70;0,00;
"CONTRIBUIÇÃO PARA O REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - RPPS";"CONTRIBUIÇÃO PATRONAL DE SERVIDOR ATIVO CIVIL PARA O RPPS - PRINCIPAL";"2019";"3";0,00;146.863.519,22;-146.863.519,22;0,00;
"CONTRIBUIÇÃO PARA O REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - RPPS";"CONTRIBUIÇÃO PATRONAL DE SERVIDOR ATIVO CIVIL PARA O RPPS - PRINCIPAL";"2019";"4";0,00;9.823.468,12;-9.823.468,12;0,00;
"CONTRIBUIÇÃO PARA O REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - RPPS";"CONTRIBUIÇÃO PATRONAL DE SERVIDOR ATIVO CIVIL PARA O RPPS - PRINCIPAL";"2019";"5";0,00;7.347.350,99;-7.347.350,99;0,00;
"CONTRIBUIÇÃO PARA O REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - RPPS";"CONTRIBUIÇÃO PATRONAL DE SERVIDOR ATIVO CIVIL PARA O RPPS - PRINCIPAL";"2019";"6";0,00;12.905.171,67;-12.905.171,67;0,00;
"CONTRIBUIÇÃO SOBRE AS RECEITAS DE CONCESSIONÁRIAS E PERMISSIONÁRIAS DE";"CONTRIBUIÇÃO SOBRE AS RECEITAS DE CONCESSIONÁRIAS E PERMISSIONÁRIAS DE";"2020";"1";0,00;19.548,00;-19.548,00;0,00;
"CONTRIBUIÇÃO SOBRE AS RECEITAS DE CONCESSIONÁRIAS E PERMISSIONÁRIAS DE";"CONTRIBUIÇÃO SOBRE AS RECEITAS DE CONCESSIONÁRIAS E PERMISSIONÁRIAS DE";"2019";"2";0,00;3.258,00;-3.258,00;0,00;
"CONTRIBUIÇÃO SOBRE AS RECEITAS DE CONCESSIONÁRIAS E PERMISSIONÁRIAS DE";"CONTRIBUIÇÃO SOBRE AS RECEITAS DE CONCESSIONÁRIAS E PERMISSIONÁRIAS DE";"2020";"2";0,00;7.602,00;-7.602,00;0,00;
"CONTRIBUIÇÃO SOBRE AS RECEITAS DE CONCESSIONÁRIAS E PERMISSIONÁRIAS DE";"CONTRIBUIÇÃO SOBRE AS RECEITAS DE CONCESSIONÁRIAS E PERMISSIONÁRIAS DE";"2019";"3";0,00;54.300,00;-54.300,00;0,00;
"CONTRIBUIÇÃO SOBRE AS RECEITAS DE CONCESSIONÁRIAS E PERMISSIONÁRIAS DE";"CONTRIBUIÇÃO SOBRE AS RECEITAS DE CONCESSIONÁRIAS E PERMISSIONÁRIAS DE";"2020";"3";0,00;16.290,00;-16.290,00;0,00;
"CONTRIBUIÇÃO SOBRE AS RECEITAS DE CONCESSIONÁRIAS E PERMISSIONÁRIAS DE";"CONTRIBUIÇÃO SOBRE AS RECEITAS DE CONCESSIONÁRIAS E PERMISSIONÁRIAS DE";"2019";"4";0,00;24.978,00;-24.978,00;0,00;
"CONTRIBUIÇÃO SOBRE AS RECEITAS DE CONCESSIONÁRIAS E PERMISSIONÁRIAS DE";"CONTRIBUIÇÃO SOBRE AS RECEITAS DE CONCESSIONÁRIAS E PERMISSIONÁRIAS DE";"2020";"4";0,00;2.172,00;-2.172,00;0,00;
"CONTRIBUIÇÃO SOBRE AS RECEITAS DE CONCESSIONÁRIAS E PERMISSIONÁRIAS DE";"CONTRIBUIÇÃO SOBRE AS RECEITAS DE CONCESSIONÁRIAS E PERMISSIONÁRIAS DE";"2019";"5";0,00;41.268,00;-41.268,00;0,00;
"CONTRIBUIÇÃO SOBRE AS RECEITAS DE CONCESSIONÁRIAS E PERMISSIONÁRIAS DE";"CONTRIBUIÇÃO SOBRE AS RECEITAS DE CONCESSIONÁRIAS E PERMISSIONÁRIAS DE";"2019";"6";0,00;29.322,00;-29.322,00;0,00;
"CONTRIBUIÇÕES PARA O REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - RPPS DE ES";"CPSSS  ORIUNDA DE SENTENÇAS JUDICIAIS - SERVIDOR CIVIL ATIVO - PRINCIP";"2019";"1";0,00;2.064,19;-2.064,19;0,00;
"CONTRIBUIÇÕES PARA O REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - RPPS DE ES";"CPSSS  ORIUNDA DE SENTENÇAS JUDICIAIS - SERVIDOR CIVIL ATIVO - PRINCIP";"2020";"1";0,00;118.152,50;-118.152,50;0,00;
"CONTRIBUIÇÕES PARA O REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - RPPS DE ES";"CPSSS  ORIUNDA DE SENTENÇAS JUDICIAIS - SERVIDOR CIVIL ATIVO - PRINCIP";"2019";"2";0,00;305.579,88;-305.579,88;0,00;
"CONTRIBUIÇÕES PARA O REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - RPPS DE ES";"CPSSS  ORIUNDA DE SENTENÇAS JUDICIAIS - SERVIDOR CIVIL ATIVO - PRINCIP";"2020";"2";0,00;73.497,47;-73.497,47;0,00;
"CONTRIBUIÇÕES PARA O REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - RPPS DE ES";"CPSSS  ORIUNDA DE SENTENÇAS JUDICIAIS - SERVIDOR CIVIL ATIVO - PRINCIP";"2019";"3";0,00;219.118,37;-219.118,37;0,00;
"CONTRIBUIÇÕES PARA O REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - RPPS DE ES";"CPSSS  ORIUNDA DE SENTENÇAS JUDICIAIS - SERVIDOR CIVIL ATIVO - PRINCIP";"2020";"3";0,00;75.154,99;-75.154,99;0,00;
"CONTRIBUIÇÕES PARA O REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - RPPS DE ES";"CPSSS  ORIUNDA DE SENTENÇAS JUDICIAIS - SERVIDOR CIVIL ATIVO - PRINCIP";"2019";"4";0,00;259.712,46;-259.712,46;0,00;
"CONTRIBUIÇÕES PARA O REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - RPPS DE ES";"CPSSS  ORIUNDA DE SENTENÇAS JUDICIAIS - SERVIDOR CIVIL ATIVO - PRINCIP";"2020";"4";0,00;124.975,50;-124.975,50;0,00;
"CONTRIBUIÇÕES PARA O REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - RPPS DE ES";"CPSSS  ORIUNDA DE SENTENÇAS JUDICIAIS - SERVIDOR CIVIL ATIVO - PRINCIP";"2019";"5";0,00;99.868,82;-99.868,82;0,00;
"CONTRIBUIÇÕES PARA O REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - RPPS DE ES";"CPSSS  ORIUNDA DE SENTENÇAS JUDICIAIS - SERVIDOR CIVIL ATIVO - PRINCIP";"2020";"5";0,00;102.856,06;-102.856,06;0,00;
"CONTRIBUIÇÕES PARA O REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - RPPS DE ES";"CPSSS  ORIUNDA DE SENTENÇAS JUDICIAIS - SERVIDOR CIVIL ATIVO - PRINCIP";"2019";"6";0,00;125.665,56;-125.665,56;0,00;
"CONTRIBUIÇÕES PARA O REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - RPPS DE ES";"CPSSS  ORIUNDA DE SENTENÇAS JUDICIAIS - SERVIDOR CIVIL ATIVO - PRINCIP";"2020";"6";0,00;225.063,73;-225.063,73;0,00;
"CONTRIBUIÇÕES PARA O REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - RPPS DE ES";"CPSSS DO SERVIDOR CIVIL - PENSIONISTAS - PRINCIPAL";"2019";"1";29.891.690,00;1.006.296,30;28.885.393,70;3,37;
"CONTRIBUIÇÕES PARA O REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - RPPS DE ES";"CPSSS DO SERVIDOR CIVIL - PENSIONISTAS - PRINCIPAL";"2020";"1";33.166.824,00;230.806,09;32.936.017,91;0,70;
"CONTRIBUIÇÕES PARA O REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - RPPS DE ES";"CPSSS DO SERVIDOR CIVIL - PENSIONISTAS - PRINCIPAL";"2019";"2";0,00;2.361.115,67;-2.361.115,67;0,00;
"CONTRIBUIÇÕES PARA O REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - RPPS DE ES";"CPSSS DO SERVIDOR CIVIL - PENSIONISTAS - PRINCIPAL";"2020";"2";0,00;3.468.361,02;-3.468.361,02;0,00;
"CONTRIBUIÇÕES PARA O REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - RPPS DE ES";"CPSSS DO SERVIDOR CIVIL - PENSIONISTAS - PRINCIPAL";"2019";"3";0,00;2.228.850,48;-2.228.850,48;0,00;
"CONTRIBUIÇÕES PARA O REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - RPPS DE ES";"CPSSS DO SERVIDOR CIVIL - PENSIONISTAS - PRINCIPAL";"2020";"3";0,00;2.009.228,95;-2.009.228,95;0,00;
"CONTRIBUIÇÕES PARA O REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - RPPS DE ES";"CPSSS DO SERVIDOR CIVIL - PENSIONISTAS - PRINCIPAL";"2019";"4";0,00;2.377.071,86;-2.377.071,86;0,00;
"CONTRIBUIÇÕES PARA O REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - RPPS DE ES";"CPSSS DO SERVIDOR CIVIL - PENSIONISTAS - PRINCIPAL";"2020";"4";0,00;2.454.437,01;-2.454.437,01;0,00;
"CONTRIBUIÇÕES PARA O REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - RPPS DE ES";"CPSSS DO SERVIDOR CIVIL - PENSIONISTAS - PRINCIPAL";"2019";"5";0,00;2.518.345,76;-2.518.345,76;0,00;
"CONTRIBUIÇÕES PARA O REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - RPPS DE ES";"CPSSS DO SERVIDOR CIVIL - PENSIONISTAS - PRINCIPAL";"2020";"5";0,00;2.474.736,39;-2.474.736,39;0,00;
"CONTRIBUIÇÕES PARA O REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - RPPS DE ES";"CPSSS DO SERVIDOR CIVIL - PENSIONISTAS - PRINCIPAL";"2019";"6";0,00;2.363.575,68;-2.363.575,68;0,00;
"CONTRIBUIÇÕES PARA O REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - RPPS DE ES";"CPSSS DO SERVIDOR CIVIL - PENSIONISTAS - PRINCIPAL";"2020";"6";0,00;253.656,59;-253.656,59;0,00;
"CONTRIBUIÇÕES PARA O REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - RPPS DE ES";"CPSSS DO SERVIDOR CIVIL ATIVO - MULTAS E JUROS DE MORA";"2019";"4";0,00;37.407,48;-37.407,48;0,00;
"CONTRIBUIÇÕES PARA O REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - RPPS DE ES";"CPSSS DO SERVIDOR CIVIL ATIVO - MULTAS E JUROS DE MORA";"2020";"4";0,00;1.349.983,10;-1.349.983,10;0,00;
"CONTRIBUIÇÕES PARA O REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - RPPS DE ES";"CPSSS DO SERVIDOR CIVIL ATIVO - MULTAS E JUROS DE MORA";"2019";"5";0,00;827,98;-827,98;0,00;
"CONTRIBUIÇÕES PARA O REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - RPPS DE ES";"CPSSS DO SERVIDOR CIVIL ATIVO - PRINCIPAL";"2019";"1";913.501.184,00;76.855.258,34;836.645.925,66;8,41;
"CONTRIBUIÇÕES PARA O REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - RPPS DE ES";"CPSSS DO SERVIDOR CIVIL ATIVO - PRINCIPAL";"2020";"1";865.791.637,00;49.085.702,09;816.705.934,91;5,67;
"CONTRIBUIÇÕES PARA O REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - RPPS DE ES";"CPSSS DO SERVIDOR CIVIL ATIVO - PRINCIPAL";"2019";"2";-400,00;79.233.217,98;-79.233.617,98;0,00;
"CONTRIBUIÇÕES PARA O REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - RPPS DE ES";"CPSSS DO SERVIDOR CIVIL ATIVO - PRINCIPAL";"2020";"2";0,00;85.676.322,53;-85.676.322,53;0,00;
"CONTRIBUIÇÕES PARA O REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - RPPS DE ES";"CPSSS DO SERVIDOR CIVIL ATIVO - PRINCIPAL";"2019";"3";0,00;78.027.242,35;-78.027.242,35;0,00;
"CONTRIBUIÇÕES PARA O REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - RPPS DE ES";"CPSSS DO SERVIDOR CIVIL ATIVO - PRINCIPAL";"2020";"3";0,00;77.510.333,02;-77.510.333,02;0,00;
"CONTRIBUIÇÕES PARA O REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - RPPS DE ES";"CPSSS DO SERVIDOR CIVIL ATIVO - PRINCIPAL";"2019";"4";0,00;79.217.015,91;-79.217.015,91;0,00;
"CONTRIBUIÇÕES PARA O REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - RPPS DE ES";"CPSSS DO SERVIDOR CIVIL ATIVO - PRINCIPAL";"2020";"4";0,00;74.131.388,52;-74.131.388,52;0,00;
"CONTRIBUIÇÕES PARA O REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - RPPS DE ES";"CPSSS DO SERVIDOR CIVIL ATIVO - PRINCIPAL";"2019";"5";0,00;106.114.672,38;-106.114.672,38;0,00;
"CONTRIBUIÇÕES PARA O REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - RPPS DE ES";"CPSSS DO SERVIDOR CIVIL ATIVO - PRINCIPAL";"2020";"5";0,00;76.592.322,74;-76.592.322,74;0,00;
"CONTRIBUIÇÕES PARA O REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - RPPS DE ES";"CPSSS DO SERVIDOR CIVIL ATIVO - PRINCIPAL";"2019";"6";0,00;50.868.322,80;-50.868.322,80;0,00;
"CONTRIBUIÇÕES PARA O REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - RPPS DE ES";"CPSSS DO SERVIDOR CIVIL ATIVO - PRINCIPAL";"2020";"6";0,00;60.702.752,22;-60.702.752,22;0,00;
"CONTRIBUIÇÕES PARA O REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - RPPS DE ES";"CPSSS DO SERVIDOR CIVIL INATIVO - PRINCIPAL";"2019";"1";272.153.366,00;14.594.914,02;257.558.451,98;5,36;
"CONTRIBUIÇÕES PARA O REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - RPPS DE ES";"CPSSS DO SERVIDOR CIVIL INATIVO - PRINCIPAL";"2020";"1";280.259.013,00;19.207.166,74;261.051.846,26;6,85;
"CONTRIBUIÇÕES PARA O REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - RPPS DE ES";"CPSSS DO SERVIDOR CIVIL INATIVO - PRINCIPAL";"2019";"2";0,00;20.170.318,99;-20.170.318,99;0,00;
"CONTRIBUIÇÕES PARA O REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - RPPS DE ES";"CPSSS DO SERVIDOR CIVIL INATIVO - PRINCIPAL";"2020";"2";0,00;21.174.438,54;-21.174.438,54;0,00;
"CONTRIBUIÇÕES PARA O REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - RPPS DE ES";"CPSSS DO SERVIDOR CIVIL INATIVO - PRINCIPAL";"2019";"3";0,00;19.575.312,84;-19.575.312,84;0,00;
"CONTRIBUIÇÕES PARA O REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - RPPS DE ES";"CPSSS DO SERVIDOR CIVIL INATIVO - PRINCIPAL";"2020";"3";0,00;20.910.691,18;-20.910.691,18;0,00;
"CONTRIBUIÇÕES PARA O REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - RPPS DE ES";"CPSSS DO SERVIDOR CIVIL INATIVO - PRINCIPAL";"2019";"4";0,00;20.153.599,88;-20.153.599,88;0,00;
"CONTRIBUIÇÕES PARA O REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - RPPS DE ES";"CPSSS DO SERVIDOR CIVIL INATIVO - PRINCIPAL";"2020";"4";0,00;20.364.757,07;-20.364.757,07;0,00;
"CONTRIBUIÇÕES PARA O REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - RPPS DE ES";"CPSSS DO SERVIDOR CIVIL INATIVO - PRINCIPAL";"2019";"5";0,00;21.900.658,35;-21.900.658,35;0,00;
"CONTRIBUIÇÕES PARA O REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - RPPS DE ES";"CPSSS DO SERVIDOR CIVIL INATIVO - PRINCIPAL";"2020";"5";0,00;21.049.272,60;-21.049.272,60;0,00;
"CONTRIBUIÇÕES PARA O REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - RPPS DE ES";"CPSSS DO SERVIDOR CIVIL INATIVO - PRINCIPAL";"2019";"6";0,00;20.498.441,13;-20.498.441,13;0,00;
"CONTRIBUIÇÕES PARA O REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - RPPS DE ES";"CPSSS DO SERVIDOR CIVIL INATIVO - PRINCIPAL";"2020";"6";0,00;1.740.570,54;-1.740.570,54;0,00;
"CPSSS PATRONAL - SERVIDOR CIVIL - ESPECÍFICO DE EST/DF/MUN";"CPSSS PATRONAL - SERVIDOR CIVIL ATIVO - MULTAS E JUROS DE MORA";"2020";"2";0,00;5.690,27;-5.690,27;0,00;
"CPSSS PATRONAL - SERVIDOR CIVIL - ESPECÍFICO DE EST/DF/MUN";"CPSSS PATRONAL - SERVIDOR CIVIL ATIVO - MULTAS E JUROS DE MORA";"2020";"3";0,00;252,71;-252,71;0,00;
"CPSSS PATRONAL - SERVIDOR CIVIL - ESPECÍFICO DE EST/DF/MUN";"CPSSS PATRONAL - SERVIDOR CIVIL ATIVO - MULTAS E JUROS DE MORA";"2019";"4";0,00;3.628,29;-3.628,29;0,00;
"CPSSS PATRONAL - SERVIDOR CIVIL - ESPECÍFICO DE EST/DF/MUN";"CPSSS PATRONAL - SERVIDOR CIVIL ATIVO - MULTAS E JUROS DE MORA";"2020";"4";0,00;4.260.556,47;-4.260.556,47;0,00;
"CPSSS PATRONAL - SERVIDOR CIVIL - ESPECÍFICO DE EST/DF/MUN";"CPSSS PATRONAL - SERVIDOR CIVIL ATIVO - MULTAS E JUROS DE MORA";"2019";"5";0,00;2.386,99;-2.386,99;0,00;
"CPSSS PATRONAL - SERVIDOR CIVIL - ESPECÍFICO DE EST/DF/MUN";"CPSSS PATRONAL - SERVIDOR CIVIL ATIVO - MULTAS E JUROS DE MORA";"2020";"5";0,00;202,05;-202,05;0,00;
"CPSSS PATRONAL - SERVIDOR CIVIL - ESPECÍFICO DE EST/DF/MUN";"CPSSS PATRONAL - SERVIDOR CIVIL ATIVO - MULTAS E JUROS DE MORA";"2019";"6";0,00;5.862,03;-5.862,03;0,00;
"CPSSS PATRONAL - SERVIDOR CIVIL - ESPECÍFICO DE EST/DF/MUN";"CPSSS PATRONAL - SERVIDOR CIVIL ATIVO - PRINCIPAL";"2019";"1";0,00;16.151,43;-16.151,43;0,00;
"CPSSS PATRONAL - SERVIDOR CIVIL - ESPECÍFICO DE EST/DF/MUN";"CPSSS PATRONAL - SERVIDOR CIVIL ATIVO - PRINCIPAL";"2020";"1";1.879.396.452,00;132.421.213,81;1.746.975.238,19;7,05;
"CPSSS PATRONAL - SERVIDOR CIVIL - ESPECÍFICO DE EST/DF/MUN";"CPSSS PATRONAL - SERVIDOR CIVIL ATIVO - PRINCIPAL";"2019";"2";0,00;235.431.346,54;-235.431.346,54;0,00;
"CPSSS PATRONAL - SERVIDOR CIVIL - ESPECÍFICO DE EST/DF/MUN";"CPSSS PATRONAL - SERVIDOR CIVIL ATIVO - PRINCIPAL";"2020";"2";0,00;205.203.396,50;-205.203.396,50;0,00;
"CPSSS PATRONAL - SERVIDOR CIVIL - ESPECÍFICO DE EST/DF/MUN";"CPSSS PATRONAL - SERVIDOR CIVIL ATIVO - PRINCIPAL";"2019";"3";0,00;3.217.243,94;-3.217.243,94;0,00;
"CPSSS PATRONAL - SERVIDOR CIVIL - ESPECÍFICO DE EST/DF/MUN";"CPSSS PATRONAL - SERVIDOR CIVIL ATIVO - PRINCIPAL";"2020";"3";0,00;120.453.551,91;-120.453.551,91;0,00;
"CPSSS PATRONAL - SERVIDOR CIVIL - ESPECÍFICO DE EST/DF/MUN";"CPSSS PATRONAL - SERVIDOR CIVIL ATIVO - PRINCIPAL";"2019";"4";0,00;146.747.975,19;-146.747.975,19;0,00;
"CPSSS PATRONAL - SERVIDOR CIVIL - ESPECÍFICO DE EST/DF/MUN";"CPSSS PATRONAL - SERVIDOR CIVIL ATIVO - PRINCIPAL";"2020";"4";0,00;178.177.125,75;-178.177.125,75;0,00;
"CPSSS PATRONAL - SERVIDOR CIVIL - ESPECÍFICO DE EST/DF/MUN";"CPSSS PATRONAL - SERVIDOR CIVIL ATIVO - PRINCIPAL";"2019";"5";0,00;198.824.513,73;-198.824.513,73;0,00;
"CPSSS PATRONAL - SERVIDOR CIVIL - ESPECÍFICO DE EST/DF/MUN";"CPSSS PATRONAL - SERVIDOR CIVIL ATIVO - PRINCIPAL";"2020";"5";0,00;163.149.048,19;-163.149.048,19;0,00;
"CPSSS PATRONAL - SERVIDOR CIVIL - ESPECÍFICO DE EST/DF/MUN";"CPSSS PATRONAL - SERVIDOR CIVIL ATIVO - PRINCIPAL";"2019";"6";0,00;88.071.428,38;-88.071.428,38;0,00;
"CPSSS PATRONAL - SERVIDOR CIVIL - ESPECÍFICO DE EST/DF/MUN";"CPSSS PATRONAL - SERVIDOR CIVIL ATIVO - PRINCIPAL";"2020";"6";0,00;73.851.865,76;-73.851.865,76;0,00;
"DEDUÇÃO PARA FORMAÇÃO DO FUNDEB";"DEDUÇÃO DAS RECEITAS QUE COMPÕEM O FUNDEB";"2019";"1";-2.161.494.988,00;-16.342.897,08;-2.145.152.090,92;0,00;
